ID,Source,Source Approach,Source Type,Clause,Class,Datapoint,Aligned Datapoint,Impact Category,Impact Subcategory,Applies To,Asset,Asset Level,Datapoint Type,Requirement Type,Generally Needed,Impact Type,Indicator,Information Container,Asset Type,
5033,CB23,Bottom-up,Industry Initiative,,Data point,MKI Use Phase (B),Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(B1-B7) Use Stage,,Building,Quantitative,Evidence,-,,-,,,
5034,CB23,Bottom-up,Industry Initiative,,Data point,Environmental Performance Building,Certified Score,Ecosystem Health,Lifecycle Enviromental,Environmental Performance Building,,Building,Quantitative,Verification,-,,-,,,
5035,CB23,Bottom-up,Industry Initiative,,Data point,NL_Sfb Classification Code (2-digit),Product Classification,Asset Integrity,,NL_Sfb Classification Code (2-digit),,Product,Quantitative,Compliance,-,,-,,,
5036,CB23,Bottom-up,Industry Initiative,,Data point,NL_Sfb Classification Code (4-digit),Product Classification,Asset Integrity,,NL_Sfb Classification Code (4-digit),,Product,Quantitative,Compliance,-,,-,,,
5037,CB23,Bottom-up,Industry Initiative,,Data point,NL_Sfb Classification Name,Product Classification,Asset Integrity,,NL_Sfb Classification Name,,Product,Quantitative,Compliance,-,,-,,,
5038,CB23,Bottom-up,Industry Initiative,,Data point,MKI Production Phase (A1-A3),Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A1-A3) Product Stage,,Product,Quantitative,Evidence,-,,-,,,
5039,CB23,Bottom-up,Industry Initiative,,Data point,NL_Sfb Classification Name,Product Classification,Asset Integrity,,NL_Sfb Classification Name,,Product,Quantitative,Compliance,-,,-,,,
5040,CB23,Bottom-up,Industry Initiative,,Data point,Height,Product Dimensions,Asset Integrity,,Height,,Product,Quantitative,Representation,-,,-,,,
5041,CB23,Bottom-up,Industry Initiative,,Data point,MKI Demolition/Removal/Processing Phase (C),Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A5) Construction/ Installation Process,,Element,Quantitative,Evidence,-,,-,,,
5042,CB23,Bottom-up,Industry Initiative,,Data point,MKI Transport Phase (A4),Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A4) Transport to Construction Site,,Material,Quantitative,Evidence,-,,-,,,
5043,CB23,Bottom-up,Industry Initiative,,Data point,Paris Proof Indicator,Certified Score,Ecosystem Health,Lifecycle Enviromental,Paris Proof Indicator,,Building,Quantitative,Verification,-,,-,,,
5044,CB23,Bottom-up,Industry Initiative,,Data point,Toxic Material (According to REACH),Substance of Concern Concentration,Human Health,,,,Building,Quantitative,Evidence,-,,-,,,
5045,CB23,Bottom-up,Industry Initiative,,Data point,Toxic Material (According to REACH),Substance of Concern Concentration,Human Health,,,,Building,Quantitative,Evidence,-,,-,,,
5046,CB23,Bottom-up,Industry Initiative,,Data point,Gross Floor Area,Floor Area (Gross External Retained),Asset Integrity,,,,Zone,Quantitative,Representation,-,,-,,,
5047,CB23,Bottom-up,Industry Initiative,,Data point,Width,Product Dimensions,Asset Integrity,,Width,,Product,Quantitative,Representation,-,,-,,,
5048,CB23,Bottom-up,Industry Initiative,,Data point,Width,Product Dimensions,Asset Integrity,,Width,,Product,Quantitative,Representation,-,,-,,,
5049,CB23,Bottom-up,Industry Initiative,,Data point,Percentage of Waste from Recycling,% by mass - recycled content,Circular Economy,Waste Management,from recycling,,Waste,Quantitative,Evidence,-,,-,,,
5050,CB23,Bottom-up,Industry Initiative,,Data point,Percentage of Material to Landfill from a (Part of) Object,% by mass - landfilling,Circular Economy,Material Circularity,To landfills,,Material,Quantitative,Representation,-,,-,,,
5051,CB23,Bottom-up,Industry Initiative,,Data point,BAG Identification Number of Building,Building ID,Asset Integrity,,BAG Identification Number of Building,,Building,Quantitative,Representation,-,,-,,,
5052,CB23,Bottom-up,Industry Initiative,,Data point,Completion Date / Year of Construction / Realisation Date,Date of Built,Asset Integrity,,,,Building,Quantitative,Representation,-,,-,,,
5053,CB23,Bottom-up,Industry Initiative,,Data point,Contact During Normal Use with People and Environment via;,Certification verified,Social Health + Equity,,Contact During Normal Use with People and Environment via;,,Product,Binary,Verification,-,,-,,,
5054,CB23,Bottom-up,Industry Initiative,,Data point,Raw Materials - Name/Names,Material Name,Circular Economy,Material Circularity,,,Material,Quantitative,Representation,-,,-,,,
5055,CB23,Bottom-up,Industry Initiative,,Data point,Raw Materials - Proportions (Volume),Material Mass,Circular Economy,Material Circularity,,,Material,Quantitative,Representation,-,,-,,,
5056,CB23,Bottom-up,Industry Initiative,,Data point,Production Date/Period,Product Year of Manufacture ,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5057,CB23,Bottom-up,Industry Initiative,,Data point,Height,Product Dimensions,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5058,CB23,Bottom-up,Industry Initiative,,Data point,Production Location,Product Source Location,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5059,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Raw Materials for Recycling,Material Mass,Circular Economy,Material Circularity,Raw Material ,,Material,Quantitative,Representation,-,,-,,,
5060,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Raw Materials for Reuse,Material Mass,Circular Economy,Material Circularity,Raw Material ,,Material,Quantitative,Representation,-,,-,,,
5061,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Secondary Raw Materials,Material Mass,Circular Economy,Material Circularity,Secondary Raw Material,,Material,Quantitative,Representation,-,,-,,,
5062,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Secondary Raw Materials from Recycling,Material Mass,Circular Economy,Material Circularity,Secondary Raw Material,,Material,Quantitative,Representation,-,,-,,,
5063,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Secondary Raw Materials from Reuse,Material Mass,Circular Economy,Material Circularity,Secondary Raw Material,,Material,Quantitative,Representation,-,,-,,,
5064,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Socio-Economically Scarce Raw Materials,Material Mass,Circular Economy,Material Circularity,,,Material,Quantitative,Representation,-,,-,,,
5065,CB23,Bottom-up,Industry Initiative,,Data point,Amount of Sustainably Produced Primary Raw Material that is Renewable,Material Mass,Circular Economy,Material Circularity,,,Material,Quantitative,Representation,-,,-,,,
5066,CB23,Bottom-up,Industry Initiative,,Data point,Exposure to Contaminants,Substance of Concern Concentration,Human Health,,Exposure to Contaminants,,Building,Quantitative,Evidence,-,,-,,,
5067,CB23,Bottom-up,Industry Initiative,,Data point,Type of Connection(s),Element Connection Type,Circular Economy,Material Circularity,Connection Types,,Element,Quantitative,Representation,-,,-,,,
5068,CB23,Bottom-up,Industry Initiative,,Data point,Geographical Location of Building (GPS),Building Location,Asset Integrity,,Geographical Location of Building (GPS),,Building,Quantitative,Representation,-,,-,,,
5069,CB23,Bottom-up,Industry Initiative,,Data point,WELL Score,Certified Score,Human Health,,WELL Score,,Project,Quantitative,Evidence,-,,-,,,
5070,CB23,Bottom-up,Industry Initiative,,Data point,Functional Unit,Nature of operation,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5071,CB23,Bottom-up,Industry Initiative,,Data point,Length,Product Dimensions,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5072,CB23,Bottom-up,Industry Initiative,,Data point,Length,Product Dimensions,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5073,CB23,Bottom-up,Industry Initiative,,Data point,Address,Building Address,Asset Integrity,,,,Building,Quantitative,Representation,-,,-,,,
5074,CB23,Bottom-up,Industry Initiative,,Data point,Resistance to Emissions,Measures are in place,Climate Health,Carbon Footprint,Resistance to Emissions,,Project,Quantitative,Evidence,-,,-,,,
5075,CB23,Bottom-up,Industry Initiative,,Data point,Resistance to Emissions,Measures are in place,Climate Health,Carbon Footprint,Resistance to Emissions,,Project,Quantitative,Evidence,-,,-,,,
5076,CB23,Bottom-up,Industry Initiative,,Data point,Producer Registration Number (Chamber of Commerce Number),Product Classification,Asset Integrity,,Producer Registration Number (Chamber of Commerce Number),,Product,Quantitative,Compliance,-,,-,,,
5077,CB23,Bottom-up,Industry Initiative,,Data point,Producer Registration Number (Chamber of Commerce Number),Product Classification,Asset Integrity,,Producer Registration Number (Chamber of Commerce Number),,Product,Quantitative,Compliance,-,,-,,,
5078,CB23,Bottom-up,Industry Initiative,,Data point,Target Density,Building Occupation,Asset Integrity,,Target Density,,Building,Quantitative,Representation,-,,-,,,
5079,CB23,Bottom-up,Industry Initiative,,Data point,Target Density,Building Occupation,Asset Integrity,,Target Density,,Building,Quantitative,Representation,-,,-,,,
5080,CB23,Bottom-up,Industry Initiative,,Data point,CO² Production Phase (A1-A3),Embodied Carbon Factor (ECF),Climate Health,Carbon Footprint,(A1-A3) Product Stage,,Product,Quantitative,Evidence,-,,-,,,
5081,CB23,Bottom-up,Industry Initiative,,Data point,Public Law Restriction,Social Responsibility,Social Health + Equity,,Public Law Restriction,,Project,Binary,Evidence,-,,-,,,
5082,CB23,Bottom-up,Industry Initiative,,Data point,Cadastral Area,Site Area,Asset Integrity,,Cadastral Area,,Site,Quantitative,Representation,-,,-,,,
5083,CB23,Bottom-up,Industry Initiative,,Data point,Cadastral Designation,Site Area,Asset Integrity,,Cadastral Designation,,Site,Quantitative,Representation,-,,-,,,
5084,CB23,Bottom-up,Industry Initiative,,Data point,BIM Model ID's (Supplier's Product Name),Product Classification,Asset Integrity,,BIM Model ID's (Supplier's Product Name),,Product,Quantitative,Representation,-,,-,,,
5085,CB23,Bottom-up,Industry Initiative,,Data point,Condition Reference Year According to NEN 2767,Date of Assessment,Asset Integrity,,Condition Reference Year According to NEN 2767,,Building,Quantitative,Representation,-,,-,,,
5086,CB23,Bottom-up,Industry Initiative,,Data point,Condition Reference Year According to NEN 2767,Date of Assessment,Asset Integrity,,Condition Reference Year According to NEN 2767,,Building,Quantitative,Representation,-,,-,,,
5087,CB23,Bottom-up,Industry Initiative,,Data point,Condition Score According to NEN 2767,Condition Score,Asset Integrity,,Condition Score According to NEN 2767,,Building,Quantitative,Representation,-,,-,,,
5088,CB23,Bottom-up,Industry Initiative,,Data point,Condition Score According to NEN 2767,Condition Score,Asset Integrity,,Condition Score According to NEN 2767,,Building,Quantitative,Representation,-,,-,,,
5089,CB23,Bottom-up,Industry Initiative,,Data point,Condition Score According to NEN 2767,Condition Score,Asset Integrity,,Condition Score According to NEN 2767,,Building,Quantitative,Representation,-,,-,,,
5090,CB23,Bottom-up,Industry Initiative,,Data point,IM-GEO Object Type/Object ID,Element Classification,Asset Integrity,,IM-GEO Object Type/Object ID,,Element,Quantitative,Representation,-,,-,,,
5091,CB23,Bottom-up,Industry Initiative,,Data point,Remaining Lifetime Until,Expected Asset Lifetime,Asset Integrity,,,,Element,Quantitative,Representation,-,,-,,,
5092,CB23,Bottom-up,Industry Initiative,,Data point,Remaining Lifetime Until,Expected Asset Lifetime,Asset Integrity,,,,Element,Quantitative,Representation,-,,-,,,
5093,CB23,Bottom-up,Industry Initiative,,Data point,Remaining Lifetime Until,Expected Asset Lifetime,Asset Integrity,,,,Element,Quantitative,Representation,-,,-,,,
5094,CB23,Bottom-up,Industry Initiative,,Data point,GPR Building (A rating tool used in Dutch construction),Certified Score,Ecosystem Health,Lifecycle Enviromental,GPR Building (A rating tool used in Dutch construction),,Building,Quantitative,Representation,-,,-,,,
5095,CB23,Bottom-up,Industry Initiative,,Data point,GPR Building Score Energy,Certified Score,Ecosystem Health,Lifecycle Enviromental,GPR Building Score Energy,,Building,Quantitative,Representation,-,,-,,,
5096,CB23,Bottom-up,Industry Initiative,,Data point,GPR Building Score Environment,Certified Score,Ecosystem Health,Lifecycle Enviromental,GPR Building Score Environment,,Building,Quantitative,Representation,-,,-,,,
5097,CB23,Bottom-up,Industry Initiative,,Data point,GPR Building Score Future Value,Certified Score,Ecosystem Health,Lifecycle Enviromental,GPR Building Score Future Value,,Building,Quantitative,Representation,-,,-,,,
5098,CB23,Bottom-up,Industry Initiative,,Data point,Product Code,Product Classification,Asset Integrity,,Producer Registration Number (Chamber of Commerce Number),,Product,Quantitative,Compliance,-,,-,,,
5099,CB23,Bottom-up,Industry Initiative,,Data point,Main Contractor's Job Number,Contractor Job Number,Asset Integrity,,Main Contractor's Job Number,,Project,Quantitative,Representation,-,,-,,,
5100,CB23,Bottom-up,Industry Initiative,,Data point,GPR Building Score Usage Quality,Certified Score,Ecosystem Health,Lifecycle Enviromental,GPR Building Score Usage Quality,,Building,Quantitative,Representation,-,,-,,,
5101,CB23,Bottom-up,Industry Initiative,,Data point,Energy Label,Energy Performance Certificate (EPC) rating,Climate Health,Energy,,,Product,Quantitative,Representation,-,,-,,,
5102,CB23,Bottom-up,Industry Initiative,,Data point,Trade Name,Product Name,Asset Integrity,,Trade Name,,Product,Quantitative,Representation,-,,-,,,
5103,CB23,Bottom-up,Industry Initiative,,Data point,Emission Tests Performed,Measures are in place,Climate Health,Climate Resilience Strategies,Emission Tests Performed,,Project,Binary,Compliance,-,,-,,,
5104,CB23,Bottom-up,Industry Initiative,,Data point,Trade Name,Product Name,Asset Integrity,,Trade Name,,Product,Quantitative,Representation,-,,-,,,
5105,CB23,Bottom-up,Industry Initiative,,Data point,Emission Tests Performed,Measures are in place,Climate Health,Climate Resilience Strategies,Emission Tests Performed,,Project,Binary,Compliance,-,,-,,,
5106,CB23,Bottom-up,Industry Initiative,,Data point,Usage Purpose/Function of Object,Nature of operation,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5107,CB23,Bottom-up,Industry Initiative,,Data point,Water Consumption (Usage Phase),Water Consumption,Ecosystem Health,Water Footprint,,,Building,Quantitative,Evidence,-,,-,,,
5108,CB23,Bottom-up,Industry Initiative,,Data point,Warranty End Date,Product Warranty End Date,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5109,CB23,Bottom-up,Industry Initiative,,Data point,Warranty End Date,Product Warranty End Date,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5110,CB23,Bottom-up,Industry Initiative,,Data point,Warranty Start Date,Product Warranty Start Date,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5111,CB23,Bottom-up,Industry Initiative,,Data point,Warranty Start Date,Product Warranty Start Date,Asset Integrity,,,,Product,Quantitative,Representation,-,,-,,,
5112,CB23,Bottom-up,Industry Initiative,,Data point,Accessibility of the Connection,Element Connection Accessibility,Asset Integrity,,Accessibility of the Connection,,Element,Quantitative,Evidence,-,,-,,,
5113,CB23,Bottom-up,Industry Initiative,,Data point,Building Permit Archive Number,Building ID,Asset Integrity,,Building Permit Archive Number,,Building,Quantitative,Representation,-,,-,,,
5114,CB23,Bottom-up,Industry Initiative,,Data point,Condition Reference Year According to NEN 2767,Date of Assessment,Asset Integrity,,Condition Reference Year According to NEN 2767,,Building,Quantitative,Representation,-,,-,,,
5115,CB23,Bottom-up,Industry Initiative,,Data point,GPR Building Score Health,Certified Score,Ecosystem Health,Lifecycle Enviromental,GPR Building Score Health,,Building,Quantitative,Representation,-,,-,,,
5116,CB23,Bottom-up,Industry Initiative,,Data point,Building Permit Date,Date of Built,Asset Integrity,,Building Permit Date,,Building,Quantitative,Representation,-,,-,,,
